imu_timestamp, mcu_timestamp
2950,13632387
7750,13636888
12550,13641491
17350,13646017
22150,13650544
26950,13655071
31750,13659599
36550,13664127
41350,13668655
46150,13673183
50950,13677711
55750,13682239
60550,13686767
65350,13691294
70150,13695822
74950,13700350
79750,13704878
84550,13709406
89350,13713934
94150,13718462
98950,13722990
103750,13727518
108550,13732046
113350,13736574
118150,13741102
122950,13745630
127750,13750158
132550,13754686
137350,13759214
142150,13763742
146950,13768269
151750,13772797
156550,13777325
161350,13781853
166150,13786381
170950,13790909
175750,13795437
180550,13799965
185350,13804493
190150,13809021
194950,13813549
199750,13818077
204550,13822605
209350,13827133
214150,13831661
218950,13836189
223750,13840717
228550,13845245
233350,13849773
238150,13854300
242950,13858828
247750,13863356
252550,13867884
257350,13872412
262150,13876940
266950,13881468
271750,13885996
276550,13890524
281350,13895052
286150,13899580
290950,13904108
295750,13908636
300550,13913164
305350,13917692
310150,13922220
314950,13926748
319750,13931276
324550,13935804
329350,13940331
334150,13944859
338950,13949387
343750,13953915
348550,13958443
353350,13962971
358150,13967499
362950,13972027
367750,13976555
372550,13981083
377350,13985611
382150,13990139
386950,13994667
391750,13999195
396550,14003723
401350,14008251
406150,14012779
410950,14017307
415750,14021835
420550,14026363
425350,14030890
430150,14035418
434950,14039946
439750,14044474
444550,14049002
449350,14053530
454150,14058058
458950,14062586
463750,14067114
468550,14071642
473350,14076170
478150,14080698
482950,14085226
487750,14089754
492550,14094282
497350,14098810
502150,14103338
506950,14107866
511750,14112394
516550,14116922
521350,14121450
526150,14125977
530950,14130505
535750,14135033
540550,14139561
545350,14144089
550150,14148617
554950,14153145
559750,14157673
564550,14162201
569350,14166729
574150,14171257
578950,14175785
583750,14180313
588550,14184841
593350,14189369
598150,14193897
602950,14198425
607750,14202953
612550,14207481
617350,14212009
622150,14216537
626950,14221065
631750,14225592
636550,14230120
641350,14234648
646150,14239176
650950,14243704
655750,14248232
660550,14252760
665350,14257288
670150,14261816
674950,14266344
679750,14270872
684550,14275400
689350,14279928
694150,14284456
698950,14288984
703750,14293512
708550,14298040
713350,14302568
718150,14307096
722950,14311624
727750,14316152
732550,14320680
737350,14325208
742150,14329736
746950,14334263
751750,14338791
756550,14343319
761350,14347847
766150,14352375
770950,14356903
775750,14361431
780550,14365959
785350,14370487
790150,14375015
794950,14379543
799750,14384071
804550,14388599
809350,14393127
814150,14397655
818950,14402183
823750,14406711
828550,14411239
833350,14415767
838150,14420295
842950,14424823
847750,14429351
852550,14433879
857350,14438407
862150,14442935
866950,14447462
871750,14451990
876550,14456518
881350,14461046
886150,14465574
890950,14470102
895750,14474630
900550,14479158
905350,14483686
910150,14488214
914950,14492742
919750,14497270
924550,14501798
929350,14506326
934150,14510854
938950,14515382
943750,14519910
948550,14524438
953350,14528966
958150,14533494
962950,14538022
967750,14542550
972550,14547078
977350,14551606
982150,14556134
986950,14560662
991750,14565189
996550,14569717
1001350,14574245
1006150,14578773
1010950,14583301
1015750,14587829
1020550,14592357
1025350,14596885
1030150,14601413
1034950,14605941
1039750,14610469
1044550,14614997
1049350,14619525
1054150,14624053
1058950,14628581
1063750,14633109
1068550,14637637
1073350,14642165
1078150,14646693
1082950,14651221
1087750,14655749
1092550,14660277
1097350,14664805
1102150,14669333
1106950,14673861
1111750,14678389
1116550,14682917
1121350,14687444
1126150,14691972
1130950,14696500
1135750,14701028
1140550,14705556
1145350,14710084
1150150,14714612
1154950,14719140
1159750,14723668
1164550,14728196
1169350,14732724
1174150,14737252
1178950,14741780
1183750,14746308
